Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Wed, Feb 3, 2016",10:30 pm,Box Score,Minnesota Timberwolves,108.0,Los Angeles Clippers,102.0,,
"Wed, Feb 3, 2016",8:00 pm,Box Score,Orlando Magic,114.0,Oklahoma City Thunder,117.0,,
"Wed, Feb 3, 2016",7:00 pm,Box Score,Atlanta Hawks,124.0,Philadelphia 76ers,86.0,,
"Wed, Feb 3, 2016",10:00 pm,Box Score,Chicago Bulls,107.0,Sacramento Kings,102.0,,
"Wed, Feb 3, 2016",8:30 pm,Box Score,New Orleans Pelicans,97.0,San Antonio Spurs,110.0,,
"Wed, Feb 3, 2016",9:00 pm,Box Score,Denver Nuggets,81.0,Utah Jazz,85.0,,
"Wed, Feb 3, 2016",8:00 pm,Box Score,Golden State Warriors,134.0,Washington Wizards,121.0,,
"Thu, Feb 4, 2016",7:00 pm,Box Score,New York Knicks,105.0,Detroit Pistons,111.0,,
"Thu, Feb 4, 2016",9:30 pm,Box Score,Los Angeles Lakers,99.0,New Orleans Pelicans,96.0,,
"Thu, Feb 4, 2016",9:00 pm,Box Score,Houston Rockets,111.0,Phoenix Suns,105.0,,
"Thu, Feb 4, 2016",10:00 pm,Box Score,Toronto Raptors,110.0,Portland Trail Blazers,103.0,,
"Fri, Feb 5, 2016",7:00 pm,Box Score,Indiana Pacers,96.0,Atlanta Hawks,102.0,,
"Fri, Feb 5, 2016",7:30 pm,Box Score,Sacramento Kings,119.0,Brooklyn Nets,128.0,,
"Fri, Feb 5, 2016",7:00 pm,Box Score,Miami Heat,98.0,Charlotte Hornets,95.0,,
"Fri, Feb 5, 2016",7:30 pm,Box Score,Boston Celtics,104.0,Cleveland Cavaliers,103.0,,
"Fri, Feb 5, 2016",9:30 pm,Box Score,San Antonio Spurs,116.0,Dallas Mavericks,90.0,,
"Fri, Feb 5, 2016",9:00 pm,Box Score,Chicago Bulls,110.0,Denver Nuggets,115.0,,
"Fri, Feb 5, 2016",7:30 pm,Box Score,Memphis Grizzlies,91.0,New York Knicks,85.0,,
"Fri, Feb 5, 2016",7:00 pm,Box Score,Los Angeles Clippers,107.0,Orlando Magic,93.0,,
"Fri, Feb 5, 2016",9:00 pm,Box Score,Milwaukee Bucks,81.0,Utah Jazz,84.0,,
"Fri, Feb 5, 2016",7:00 pm,Box Score,Philadelphia 76ers,94.0,Washington Wizards,106.0,,
"Sat, Feb 6, 2016",7:00 pm,Box Score,Washington Wizards,104.0,Charlotte Hornets,108.0,,
"Sat, Feb 6, 2016",7:30 pm,Box Score,New Orleans Pelicans,84.0,Cleveland Cavaliers,99.0,,
"Sat, Feb 6, 2016",9:00 pm,Box Score,Oklahoma City Thunder,108.0,Golden State Warriors,116.0,,
"Sat, Feb 6, 2016",5:00 pm,Box Score,Portland Trail Blazers,96.0,Houston Rockets,79.0,,
"Sat, Feb 6, 2016",7:00 pm,Box Score,Detroit Pistons,104.0,Indiana Pacers,112.0,,
"Sat, Feb 6, 2016",8:00 pm,Box Score,Dallas Mavericks,114.0,Memphis Grizzlies,110.0,OT,
"Sat, Feb 6, 2016",8:00 pm,Box Score,Chicago Bulls,105.0,Minnesota Timberwolves,112.0,,
"Sat, Feb 6, 2016",7:30 pm,Box Score,Brooklyn Nets,98.0,Philadelphia 76ers,103.0,,
"Sat, Feb 6, 2016",9:00 pm,Box Score,Utah Jazz,98.0,Phoenix Suns,89.0,,
"Sat, Feb 6, 2016",8:30 pm,Box Score,Los Angeles Lakers,102.0,San Antonio Spurs,106.0,,
"Sun, Feb 7, 2016",1:00 pm,Box Score,Sacramento Kings,119.0,Boston Celtics,128.0,,
"Sun, Feb 7, 2016",2:00 pm,Box Score,Los Angeles Clippers,100.0,Miami Heat,93.0,,
"Sun, Feb 7, 2016",1:00 pm,Box Score,Denver Nuggets,101.0,New York Knicks,96.0,,
"Sun, Feb 7, 2016",1:00 pm,Box Score,Atlanta Hawks,94.0,Orlando Magic,96.0,,
"Mon, Feb 8, 2016",8:00 pm,Box Score,Orlando Magic,117.0,Atlanta Hawks,110.0,OT,
"Mon, Feb 8, 2016",7:30 pm,Box Score,Denver Nuggets,104.0,Brooklyn Nets,105.0,,
"Mon, Feb 8, 2016",7:00 pm,Box Score,Chicago Bulls,91.0,Charlotte Hornets,108.0,,
"Mon, Feb 8, 2016",7:00 pm,Box Score,Sacramento Kings,100.0,Cleveland Cavaliers,120.0,,
"Mon, Feb 8, 2016",7:30 pm,Box Score,Toronto Raptors,103.0,Detroit Pistons,89.0,,
"Mon, Feb 8, 2016",7:00 pm,Box Score,Los Angeles Lakers,87.0,Indiana Pacers,89.0,,
"Mon, Feb 8, 2016",8:00 pm,Box Score,Portland Trail Blazers,112.0,Memphis Grizzlies,106.0,OT,
"Mon, Feb 8, 2016",8:00 pm,Box Score,New Orleans Pelicans,116.0,Minnesota Timberwolves,102.0,,
"Mon, Feb 8, 2016",7:00 pm,Box Score,Los Angeles Clippers,98.0,Philadelphia 76ers,92.0,OT,
"Mon, Feb 8, 2016",9:00 pm,Box Score,Oklahoma City Thunder,122.0,Phoenix Suns,106.0,,
"Tue, Feb 9, 2016",8:30 pm,Box Score,Utah Jazz,121.0,Dallas Mavericks,119.0,OT,
"Tue, Feb 9, 2016",10:30 pm,Box Score,Houston Rockets,110.0,Golden State Warriors,123.0,,
"Tue, Feb 9, 2016",8:00 pm,Box Score,San Antonio Spurs,119.0,Miami Heat,101.0,,
"Tue, Feb 9, 2016",8:00 pm,Box Score,Boston Celtics,111.0,Milwaukee Bucks,112.0,,
"Tue, Feb 9, 2016",8:00 pm,Box Score,Washington Wizards,111.0,New York Knicks,108.0,,
"Wed, Feb 10, 2016",7:30 pm,Box Score,Los Angeles Clippers,134.0,Boston Celtics,139.0,OT,
"Wed, Feb 10, 2016",7:30 pm,Box Score,Memphis Grizzlies,109.0,Brooklyn Nets,90.0,,
"Wed, Feb 10, 2016",8:00 pm,Box Score,Atlanta Hawks,113.0,Chicago Bulls,90.0,,
"Wed, Feb 10, 2016",8:00 pm,Box Score,Los Angeles Lakers,111.0,Cleveland Cavaliers,120.0,,
"Wed, Feb 10, 2016",7:30 pm,Box Score,Denver Nuggets,103.0,Detroit Pistons,92.0,,
"Wed, Feb 10, 2016",7:00 pm,Box Score,Charlotte Hornets,117.0,Indiana Pacers,95.0,,
"Wed, Feb 10, 2016",8:00 pm,Box Score,Toronto Raptors,112.0,Minnesota Timberwolves,117.0,,
"Wed, Feb 10, 2016",8:00 pm,Box Score,Utah Jazz,96.0,New Orleans Pelicans,100.0,,
"Wed, Feb 10, 2016",7:00 pm,Box Score,San Antonio Spurs,98.0,Orlando Magic,96.0,,
"Wed, Feb 10, 2016",7:00 pm,Box Score,Sacramento Kings,114.0,Philadelphia 76ers,110.0,,
"Wed, Feb 10, 2016",9:00 pm,Box Score,Golden State Warriors,112.0,Phoenix Suns,104.0,,
"Wed, Feb 10, 2016",10:30 pm,Box Score,Houston Rockets,103.0,Portland Trail Blazers,116.0,,
"Thu, Feb 11, 2016",8:00 pm,Box Score,Washington Wizards,92.0,Milwaukee Bucks,99.0,,
"Thu, Feb 11, 2016",8:00 pm,Box Score,New Orleans Pelicans,95.0,Oklahoma City Thunder,121.0,,
"Thu, Feb 18, 2016",8:00 pm,Box Score,Chicago Bulls,95.0,Cleveland Cavaliers,106.0,,
"Thu, Feb 18, 2016",10:30 pm,Box Score,San Antonio Spurs,86.0,Los Angeles Clippers,105.0,,
"Thu, Feb 18, 2016",7:00 pm,Box Score,Utah Jazz,89.0,Washington Wizards,103.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Miami Heat,115.0,Atlanta Hawks,111.0,,
"Fri, Feb 19, 2016",7:30 pm,Box Score,New York Knicks,98.0,Brooklyn Nets,109.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Toronto Raptors,106.0,Chicago Bulls,116.0,,
"Fri, Feb 19, 2016",10:30 pm,Box Score,San Antonio Spurs,119.0,Los Angeles Lakers,113.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Minnesota Timberwolves,104.0,Memphis Grizzlies,109.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Charlotte Hornets,98.0,Milwaukee Bucks,95.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Philadelphia 76ers,114.0,New Orleans Pelicans,121.0,,
"Fri, Feb 19, 2016",8:00 pm,Box Score,Indiana Pacers,101.0,Oklahoma City Thunder,98.0,,
"Fri, Feb 19, 2016",7:00 pm,Box Score,Dallas Mavericks,104.0,Orlando Magic,110.0,OT,
"Fri, Feb 19, 2016",9:30 pm,Box Score,Houston Rockets,116.0,Phoenix Suns,100.0,,
"Fri, Feb 19, 2016",10:00 pm,Box Score,Golden State Warriors,105.0,Portland Trail Blazers,137.0,,
"Fri, Feb 19, 2016",10:00 pm,Box Score,Denver Nuggets,110.0,Sacramento Kings,116.0,,
"Fri, Feb 19, 2016",10:30 pm,Box Score,Boston Celtics,93.0,Utah Jazz,111.0,,
"Fri, Feb 19, 2016",7:00 pm,Box Score,Detroit Pistons,86.0,Washington Wizards,98.0,,
"Sat, Feb 20, 2016",7:30 pm,Box Score,Milwaukee Bucks,117.0,Atlanta Hawks,109.0,2OT,
"Sat, Feb 20, 2016",8:30 pm,Box Score,Golden State Warriors,115.0,Los Angeles Clippers,112.0,,
"Sat, Feb 20, 2016",7:30 pm,Box Score,Washington Wizards,94.0,Miami Heat,114.0,,
"Sat, Feb 20, 2016",8:00 pm,Box Score,New York Knicks,103.0,Minnesota Timberwolves,95.0,,
"Sun, Feb 21, 2016",6:00 pm,Box Score,Charlotte Hornets,104.0,Brooklyn Nets,96.0,,
"Sun, Feb 21, 2016",8:00 pm,Box Score,Los Angeles Lakers,115.0,Chicago Bulls,126.0,,
"Sun, Feb 21, 2016",7:00 pm,Box Score,Philadelphia 76ers,103.0,Dallas Mavericks,129.0,,
"Sun, Feb 21, 2016",5:00 pm,Box Score,Boston Celtics,121.0,Denver Nuggets,101.0,,
"Sun, Feb 21, 2016",3:30 pm,Box Score,New Orleans Pelicans,111.0,Detroit Pistons,106.0,,
"Sun, Feb 21, 2016",3:30 pm,Box Score,Cleveland Cavaliers,115.0,Oklahoma City Thunder,92.0,,
"Sun, Feb 21, 2016",6:00 pm,Box Score,Indiana Pacers,105.0,Orlando Magic,102.0,,
"Sun, Feb 21, 2016",5:00 pm,Box Score,San Antonio Spurs,118.0,Phoenix Suns,111.0,,
"Sun, Feb 21, 2016",9:00 pm,Box Score,Utah Jazz,111.0,Portland Trail Blazers,115.0,,
"Sun, Feb 21, 2016",6:00 pm,Box Score,Memphis Grizzlies,85.0,Toronto Raptors,98.0,,
"Mon, Feb 22, 2016",8:00 pm,Box Score,Golden State Warriors,102.0,Atlanta Hawks,92.0,,
"Mon, Feb 22, 2016",7:00 pm,Box Score,Detroit Pistons,96.0,Cleveland Cavaliers,88.0,,
"Mon, Feb 22, 2016",10:30 pm,Box Score,Phoenix Suns,84.0,Los Angeles Clippers,124.0,,
"Mon, Feb 22, 2016",7:30 pm,Box Score,Indiana Pacers,93.0,Miami Heat,101.0,OT,
"Mon, Feb 22, 2016",8:00 pm,Box Score,Los Angeles Lakers,101.0,Milwaukee Bucks,108.0,,
"Mon, Feb 22, 2016",8:00 pm,Box Score,Boston Celtics,122.0,Minnesota Timberwolves,124.0,,
"Mon, Feb 22, 2016",7:30 pm,Box Score,Toronto Raptors,122.0,New York Knicks,95.0,,
"Tue, Feb 23, 2016",9:00 pm,Box Score,Sacramento Kings,114.0,Denver Nuggets,110.0,,
"Tue, Feb 23, 2016",7:00 pm,Box Score,Orlando Magic,124.0,Philadelphia 76ers,115.0,,
"Tue, Feb 23, 2016",10:00 pm,Box Score,Brooklyn Nets,104.0,Portland Trail Blazers,112.0,,
"Tue, Feb 23, 2016",9:00 pm,Box Score,Houston Rockets,114.0,Utah Jazz,117.0,OT,
"Tue, Feb 23, 2016",7:00 pm,Box Score,New Orleans Pelicans,89.0,Washington Wizards,109.0,,
"Wed, Feb 24, 2016",8:00 pm,Box Score,Washington Wizards,104.0,Chicago Bulls,109.0,,
"Wed, Feb 24, 2016",7:00 pm,Box Score,Charlotte Hornets,103.0,Cleveland Cavaliers,114.0,,
"Wed, Feb 24, 2016",8:30 pm,Box Score,Oklahoma City Thunder,116.0,Dallas Mavericks,103.0,,
"Wed, Feb 24, 2016",7:30 pm,Box Score,Philadelphia 76ers,91.0,Detroit Pistons,111.0,,
"Wed, Feb 24, 2016",7:00 pm,Box Score,New York Knicks,105.0,Indiana Pacers,108.0,,
"Wed, Feb 24, 2016",10:30 pm,Box Score,Denver Nuggets,87.0,Los Angeles Clippers,81.0,,
"Wed, Feb 24, 2016",8:00 pm,Box Score,Los Angeles Lakers,119.0,Memphis Grizzlies,128.0,,
"Wed, Feb 24, 2016",7:30 pm,Box Score,Golden State Warriors,118.0,Miami Heat,112.0,,
"Wed, Feb 24, 2016",10:30 pm,Box Score,San Antonio Spurs,108.0,Sacramento Kings,92.0,,
"Wed, Feb 24, 2016",7:30 pm,Box Score,Minnesota Timberwolves,105.0,Toronto Raptors,114.0,,
"Thu, Feb 25, 2016",7:30 pm,Box Score,Milwaukee Bucks,107.0,Boston Celtics,112.0,,
"Thu, Feb 25, 2016",8:00 pm,Box Score,Oklahoma City Thunder,119.0,New Orleans Pelicans,123.0,,
"Thu, Feb 25, 2016",7:00 pm,Box Score,Golden State Warriors,130.0,Orlando Magic,114.0,,
"Thu, Feb 25, 2016",9:00 pm,Box Score,Brooklyn Nets,116.0,Phoenix Suns,106.0,,
"Thu, Feb 25, 2016",10:30 pm,Box Score,Houston Rockets,119.0,Portland Trail Blazers,105.0,,
"Thu, Feb 25, 2016",10:30 pm,Box Score,San Antonio Spurs,96.0,Utah Jazz,78.0,,
"Fri, Feb 26, 2016",8:00 pm,Box Score,Chicago Bulls,88.0,Atlanta Hawks,103.0,,
"Fri, Feb 26, 2016",8:30 pm,Box Score,Denver Nuggets,116.0,Dallas Mavericks,122.0,OT,
"Fri, Feb 26, 2016",7:00 pm,Box Score,Charlotte Hornets,96.0,Indiana Pacers,95.0,,
"Fri, Feb 26, 2016",10:30 pm,Box Score,Memphis Grizzlies,112.0,Los Angeles Lakers,95.0,,
"Fri, Feb 26, 2016",7:30 pm,Box Score,Orlando Magic,95.0,New York Knicks,108.0,,
"Fri, Feb 26, 2016",7:00 pm,Box Score,Washington Wizards,103.0,Philadelphia 76ers,94.0,,
"Fri, Feb 26, 2016",10:00 pm,Box Score,Los Angeles Clippers,117.0,Sacramento Kings,107.0,,
"Fri, Feb 26, 2016",7:30 pm,Box Score,Cleveland Cavaliers,97.0,Toronto Raptors,99.0,,
"Sat, Feb 27, 2016",3:00 pm,Box Score,Miami Heat,89.0,Boston Celtics,101.0,,
"Sat, Feb 27, 2016",8:00 pm,Box Score,Portland Trail Blazers,103.0,Chicago Bulls,95.0,,
"Sat, Feb 27, 2016",8:00 pm,Box Score,San Antonio Spurs,104.0,Houston Rockets,94.0,,
"Sat, Feb 27, 2016",8:30 pm,Box Score,Detroit Pistons,102.0,Milwaukee Bucks,91.0,,
"Sat, Feb 27, 2016",7:00 pm,Box Score,Minnesota Timberwolves,112.0,New Orleans Pelicans,110.0,,
"Sat, Feb 27, 2016",8:30 pm,Box Score,Golden State Warriors,121.0,Oklahoma City Thunder,118.0,OT,
"Sat, Feb 27, 2016",9:30 pm,Box Score,Memphis Grizzlies,106.0,Phoenix Suns,111.0,,
"Sat, Feb 27, 2016",9:30 pm,Box Score,Brooklyn Nets,98.0,Utah Jazz,96.0,,
"Sun, Feb 28, 2016",3:30 pm,Box Score,Charlotte Hornets,76.0,Atlanta Hawks,87.0,,
"Sun, Feb 28, 2016",7:00 pm,Box Score,Minnesota Timberwolves,101.0,Dallas Mavericks,128.0,,
"Sun, Feb 28, 2016",6:00 pm,Box Score,Toronto Raptors,101.0,Detroit Pistons,114.0,,
"Sun, Feb 28, 2016",6:00 pm,Box Score,Portland Trail Blazers,111.0,Indiana Pacers,102.0,,
"Sun, Feb 28, 2016",7:30 pm,Box Score,Miami Heat,98.0,New York Knicks,81.0,,
"Sun, Feb 28, 2016",6:00 pm,Box Score,Philadelphia 76ers,116.0,Orlando Magic,130.0,,
"Sun, Feb 28, 2016",1:00 pm,Box Score,Cleveland Cavaliers,99.0,Washington Wizards,113.0,,
"Mon, Feb 29, 2016",7:30 pm,Box Score,Utah Jazz,95.0,Boston Celtics,100.0,,
"Mon, Feb 29, 2016",7:00 pm,Box Score,Indiana Pacers,96.0,Cleveland Cavaliers,100.0,,
"Mon, Feb 29, 2016",9:00 pm,Box Score,Memphis Grizzlies,103.0,Denver Nuggets,96.0,,
"Mon, Feb 29, 2016",10:30 pm,Box Score,Brooklyn Nets,95.0,Los Angeles Clippers,105.0,,
"Mon, Feb 29, 2016",8:00 pm,Box Score,Houston Rockets,121.0,Milwaukee Bucks,128.0,,
"Mon, Feb 29, 2016",10:00 pm,Box Score,Oklahoma City Thunder,131.0,Sacramento Kings,116.0,,
"Mon, Feb 29, 2016",7:00 pm,Box Score,Philadelphia 76ers,108.0,Washington Wizards,116.0,,
March,,,,,,,,
"Tue, Mar 1, 2016",7:00 pm,Box Score,Phoenix Suns,92.0,Charlotte Hornets,126.0,,
"Tue, Mar 1, 2016",8:30 pm,Box Score,Orlando Magic,108.0,Dallas Mavericks,121.0,,
"Tue, Mar 1, 2016",10:30 pm,Box Score,Atlanta Hawks,105.0,Golden State Warriors,109.0,OT,
"Tue, Mar 1, 2016",10:30 pm,Box Score,Brooklyn Nets,101.0,Los Angeles Lakers,107.0,,
"Tue, Mar 1, 2016",7:30 pm,Box Score,Chicago Bulls,111.0,Miami Heat,129.0,,
"Tue, Mar 1, 2016",7:30 pm,Box Score,Portland Trail Blazers,104.0,New York Knicks,85.0,,
"Wed, Mar 2, 2016",7:30 pm,Box Score,Portland Trail Blazers,93.0,Boston Celtics,116.0,,
"Wed, Mar 2, 2016",9:00 pm,Box Score,Los Angeles Lakers,107.0,Denver Nuggets,117.0,,
"Wed, Mar 2, 2016",8:00 pm,Box Score,New Orleans Pelicans,95.0,Houston Rockets,100.0,,
"Wed, Mar 2, 2016",10:30 pm,Box Score,Oklahoma City Thunder,98.0,Los Angeles Clippers,103.0,,
"Wed, Mar 2, 2016",8:00 pm,Box Score,Sacramento Kings,98.0,Memphis Grizzlies,104.0,,
"Wed, Mar 2, 2016",8:00 pm,Box Score,Indiana Pacers,104.0,Milwaukee Bucks,99.0,,
"Wed, Mar 2, 2016",8:00 pm,Box Score,Washington Wizards,104.0,Minnesota Timberwolves,98.0,,
"Wed, Mar 2, 2016",7:00 pm,Box Score,Chicago Bulls,89.0,Orlando Magic,102.0,,
"Wed, Mar 2, 2016",7:00 pm,Box Score,Charlotte Hornets,119.0,Philadelphia 76ers,99.0,,
"Wed, Mar 2, 2016",8:00 pm,Box Score,Detroit Pistons,81.0,San Antonio Spurs,97.0,,
"Wed, Mar 2, 2016",7:30 pm,Box Score,Utah Jazz,94.0,Toronto Raptors,104.0,,
"Thu, Mar 3, 2016",8:30 pm,Box Score,Sacramento Kings,104.0,Dallas Mavericks,101.0,,
"Thu, Mar 3, 2016",10:30 pm,Box Score,Oklahoma City Thunder,106.0,Golden State Warriors,121.0,,
"Thu, Mar 3, 2016",7:30 pm,Box Score,Phoenix Suns,92.0,Miami Heat,108.0,,
"Thu, Mar 3, 2016",8:00 pm,Box Score,San Antonio Spurs,94.0,New Orleans Pelicans,86.0,,
"Fri, Mar 4, 2016",7:30 pm,Box Score,New York Knicks,104.0,Boston Celtics,105.0,,
"Fri, Mar 4, 2016",7:00 pm,Box Score,Indiana Pacers,101.0,Charlotte Hornets,108.0,,
"Fri, Mar 4, 2016",8:00 pm,Box Score,Washington Wizards,83.0,Cleveland Cavaliers,108.0,,
"Fri, Mar 4, 2016",9:00 pm,Box Score,Brooklyn Nets,121.0,Denver Nuggets,120.0,OT,
"Fri, Mar 4, 2016",10:30 pm,Box Score,Atlanta Hawks,106.0,Los Angeles Lakers,77.0,,
"Fri, Mar 4, 2016",8:00 pm,Box Score,Utah Jazz,88.0,Memphis Grizzlies,94.0,,
"Fri, Mar 4, 2016",8:00 pm,Box Score,Minnesota Timberwolves,101.0,Milwaukee Bucks,116.0,,
"Fri, Mar 4, 2016",7:00 pm,Box Score,Phoenix Suns,102.0,Orlando Magic,84.0,,
"Fri, Mar 4, 2016",7:00 pm,Box Score,Miami Heat,112.0,Philadelphia 76ers,102.0,,
"Fri, Mar 4, 2016",7:30 pm,Box Score,Portland Trail Blazers,115.0,Toronto Raptors,117.0,,
"Sat, Mar 5, 2016",8:30 pm,Box Score,Houston Rockets,100.0,Chicago Bulls,108.0,,
"Sat, Mar 5, 2016",7:00 pm,Box Score,Boston Celtics,103.0,Cleveland Cavaliers,120.0,,
"Sat, Mar 5, 2016",10:30 pm,Box Score,Atlanta Hawks,107.0,Los Angeles Clippers,97.0,,
"Sat, Mar 5, 2016",8:00 pm,Box Score,Brooklyn Nets,118.0,Minnesota Timberwolves,132.0,,
"Sat, Mar 5, 2016",7:00 pm,Box Score,Utah Jazz,106.0,New Orleans Pelicans,94.0,,
"Sat, Mar 5, 2016",7:00 pm,Box Score,Detroit Pistons,89.0,New York Knicks,102.0,,
"Sat, Mar 5, 2016",8:30 pm,Box Score,Sacramento Kings,94.0,San Antonio Spurs,104.0,,
"Sat, Mar 5, 2016",7:00 pm,Box Score,Indiana Pacers,100.0,Washington Wizards,99.0,,
"Sun, Mar 6, 2016",5:00 pm,Box Score,Dallas Mavericks,114.0,Denver Nuggets,116.0,OT,
"Sun, Mar 6, 2016",6:00 pm,Box Score,Portland Trail Blazers,103.0,Detroit Pistons,123.0,,
"Sun, Mar 6, 2016",3:30 pm,Box Score,Golden State Warriors,95.0,Los Angeles Lakers,112.0,,
"Sun, Mar 6, 2016",4:00 pm,Box Score,Phoenix Suns,109.0,Memphis Grizzlies,100.0,,
"Sun, Mar 6, 2016",6:00 pm,Box Score,Philadelphia 76ers,98.0,Miami Heat,103.0,,
"Sun, Mar 6, 2016",3:30 pm,Box Score,Oklahoma City Thunder,104.0,Milwaukee Bucks,96.0,,
"Sun, Mar 6, 2016",6:30 pm,Box Score,Houston Rockets,113.0,Toronto Raptors,107.0,,
"Mon, Mar 7, 2016",8:00 pm,Box Score,Milwaukee Bucks,90.0,Chicago Bulls,100.0,,
"Mon, Mar 7, 2016",7:00 pm,Box Score,Minnesota Timberwolves,103.0,Charlotte Hornets,108.0,,
"Mon, Mar 7, 2016",7:00 pm,Box Score,Memphis Grizzlies,106.0,Cleveland Cavaliers,103.0,,
"Mon, Mar 7, 2016",8:30 pm,Box Score,Los Angeles Clippers,109.0,Dallas Mavericks,90.0,,
"Mon, Mar 7, 2016",10:30 pm,Box Score,Orlando Magic,113.0,Golden State Warriors,119.0,,
"Mon, Mar 7, 2016",7:00 pm,Box Score,San Antonio Spurs,91.0,Indiana Pacers,99.0,,
"Mon, Mar 7, 2016",8:00 pm,Box Score,Sacramento Kings,112.0,New Orleans Pelicans,115.0,,
"Tue, Mar 8, 2016",9:00 pm,Box Score,New York Knicks,94.0,Denver Nuggets,110.0,,
"Tue, Mar 8, 2016",10:30 pm,Box Score,Orlando Magic,98.0,Los Angeles Lakers,107.0,,
"Tue, Mar 8, 2016",8:00 pm,Box Score,San Antonio Spurs,116.0,Minnesota Timberwolves,91.0,,
"Tue, Mar 8, 2016",10:00 pm,Box Score,Washington Wizards,109.0,Portland Trail Blazers,116.0,OT,
"Tue, Mar 8, 2016",7:30 pm,Box Score,Brooklyn Nets,99.0,Toronto Raptors,104.0,,
"Tue, Mar 8, 2016",9:00 pm,Box Score,Atlanta Hawks,91.0,Utah Jazz,84.0,,
"Wed, Mar 9, 2016",7:00 pm,Box Score,Memphis Grizzlies,96.0,Boston Celtics,116.0,,
"Wed, Mar 9, 2016",7:00 pm,Box Score,New Orleans Pelicans,113.0,Charlotte Hornets,122.0,,
"Wed, Mar 9, 2016",8:30 pm,Box Score,Detroit Pistons,102.0,Dallas Mavericks,96.0,,
"Wed, Mar 9, 2016",10:30 pm,Box Score,Utah Jazz,94.0,Golden State Warriors,115.0,,
"Wed, Mar 9, 2016",8:00 pm,Box Score,Miami Heat,108.0,Milwaukee Bucks,114.0,,
"Wed, Mar 9, 2016",9:30 pm,Box Score,Los Angeles Clippers,108.0,Oklahoma City Thunder,120.0,,
"Wed, Mar 9, 2016",7:00 pm,Box Score,Houston Rockets,118.0,Philadelphia 76ers,104.0,,
"Wed, Mar 9, 2016",9:00 pm,Box Score,New York Knicks,128.0,Phoenix Suns,97.0,,
"Wed, Mar 9, 2016",10:00 pm,Box Score,Cleveland Cavaliers,120.0,Sacramento Kings,111.0,,
"Thu, Mar 10, 2016",9:00 pm,Box Score,Phoenix Suns,98.0,Denver Nuggets,116.0,,
"Thu, Mar 10, 2016",10:30 pm,Box Score,Cleveland Cavaliers,120.0,Los Angeles Lakers,108.0,,
"Thu, Mar 10, 2016",8:00 pm,Box Score,Chicago Bulls,101.0,San Antonio Spurs,109.0,,
"Thu, Mar 10, 2016",7:30 pm,Box Score,Atlanta Hawks,96.0,Toronto Raptors,104.0,,
"Fri, Mar 11, 2016",7:30 pm,Box Score,Houston Rockets,102.0,Boston Celtics,98.0,,
"Fri, Mar 11, 2016",8:00 pm,Box Score,Miami Heat,118.0,Chicago Bulls,96.0,,
"Fri, Mar 11, 2016",7:00 pm,Box Score,Detroit Pistons,103.0,Charlotte Hornets,118.0,,
"Fri, Mar 11, 2016",10:30 pm,Box Score,Portland Trail Blazers,112.0,Golden State Warriors,128.0,,
"Fri, Mar 11, 2016",10:30 pm,Box Score,New York Knicks,94.0,Los Angeles Clippers,101.0,,
"Fri, Mar 11, 2016",8:00 pm,Box Score,New Orleans Pelicans,114.0,Memphis Grizzlies,121.0,OT,
"Fri, Mar 11, 2016",8:00 pm,Box Score,Minnesota Timberwolves,99.0,Oklahoma City Thunder,96.0,,
"Fri, Mar 11, 2016",7:00 pm,Box Score,Brooklyn Nets,89.0,Philadelphia 76ers,95.0,,
"Fri, Mar 11, 2016",10:00 pm,Box Score,Orlando Magic,107.0,Sacramento Kings,100.0,,
"Fri, Mar 11, 2016",9:00 pm,Box Score,Washington Wizards,93.0,Utah Jazz,114.0,,
"Sat, Mar 12, 2016",7:30 pm,Box Score,Memphis Grizzlies,83.0,Atlanta Hawks,95.0,,
"Sat, Mar 12, 2016",7:00 pm,Box Score,Houston Rockets,109.0,Charlotte Hornets,125.0,,
"Sat, Mar 12, 2016",2:00 pm,Box Score,Indiana Pacers,112.0,Dallas Mavericks,105.0,,
"Sat, Mar 12, 2016",9:30 pm,Box Score,Washington Wizards,100.0,Denver Nuggets,116.0,,
"Sat, Mar 12, 2016",10:30 pm,Box Score,Phoenix Suns,116.0,Golden State Warriors,123.0,,
"Sat, Mar 12, 2016",7:30 pm,Box Score,New Orleans Pelicans,92.0,Milwaukee Bucks,103.0,,
"Sat, Mar 12, 2016",7:00 pm,Box Score,Detroit Pistons,125.0,Philadelphia 76ers,111.0,,
"Sat, Mar 12, 2016",10:30 pm,Box Score,Orlando Magic,84.0,Portland Trail Blazers,121.0,,
"Sat, Mar 12, 2016",8:30 pm,Box Score,Oklahoma City Thunder,85.0,San Antonio Spurs,93.0,,
"Sat, Mar 12, 2016",7:00 pm,Box Score,Miami Heat,104.0,Toronto Raptors,112.0,OT,
"Sun, Mar 13, 2016",6:00 pm,Box Score,Indiana Pacers,75.0,Atlanta Hawks,104.0,,
